Resume_Rank,Resume_Index,Resume_ID,Resume_Category,Job_Index,Job_ID,Job_Title,Company,Final_Score,Skills_Matched,Explanation
1,0,16852973,HR,12530,3887599959,Senior Catering Sales Manager OEM - Salary up to $100K,Aimbridge Hospitality,0.9305,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,286,64017585,INFORMATION-TECHNOLOGY,19440,3889100721,Technical Recruiting Specialist,Allied OneSource,0.9215,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,287,19850482,INFORMATION-TECHNOLOGY,101751,3905253489,Executive Assistant,Coda Search│Staffing,0.922,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,287,19850482,INFORMATION-TECHNOLOGY,12032,3887575311,IT Technician,TEKsystems,0.9152,"['c', 'r', 'sas']","Match Score: 91% | Skills: c, r, sas | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,287,19850482,INFORMATION-TECHNOLOGY,1942,3884440478,Project/Program Manager III,Harvey Nash,0.9148,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,287,19850482,INFORMATION-TECHNOLOGY,10770,3887464015,Executive Assistant – Senior Executive and Team | Must have IR or BD experience - Financial Services exp required!,"Miller Klein Group, LLC",0.9145,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,287,19850482,INFORMATION-TECHNOLOGY,8361,3886203364,Administrative_Asistant,,0.9143,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,288,52618188,INFORMATION-TECHNOLOGY,100707,3905229586,Desktop Support Engineer,Diligente Technologies,0.9433,"['c', 'r', 'scala']","Match Score: 94% | Skills: c, r, scala | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,288,52618188,INFORMATION-TECHNOLOGY,121273,3906245198,IT Support Specialist ,Diligente Technologies,0.9362,"['c', 'r', 'scala']","Match Score: 93% | Skills: c, r, scala | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,288,52618188,INFORMATION-TECHNOLOGY,117273,3905885140,Help Desk Technician,Dice,0.9323,"['c', 'excel', 'r', 'scala']","Match Score: 93% | Skills: c, excel, r, scala | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,288,52618188,INFORMATION-TECHNOLOGY,93548,3904717946,Desktop Support Specialist,CAI,0.9314,"['c', 'r']","Match Score: 93% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,288,52618188,INFORMATION-TECHNOLOGY,26144,3891081674,"Help Desk Analyst (windows) - Local to Harrisburg, PA only",iCST,0.9313,"['c', 'r', 'scala', 'shell']","Match Score: 93% | Skills: c, r, scala, shell | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,289,28897981,INFORMATION-TECHNOLOGY,96371,3904947343,IT Specialist Senior - New Orleans,Apex Systems,0.9374,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,289,28897981,INFORMATION-TECHNOLOGY,101635,3905252069,Content Writer,Raas Infotek,0.9353,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,289,28897981,INFORMATION-TECHNOLOGY,79785,3903832204,End User and Systems (AV/VTC) Technician,CACI International Inc,0.9329,"['c', 'go', 'r', 'sas']","Match Score: 93% | Skills: c, go, r, sas | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,289,28897981,INFORMATION-TECHNOLOGY,63715,3902352469,Senior Learning Experience Designer,Informatica,0.9313,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,289,28897981,INFORMATION-TECHNOLOGY,74062,3902946390,Communications Specialist,Apex Systems,0.9306,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,290,51639418,INFORMATION-TECHNOLOGY,59026,3901957732,"System Administrator Senior, Hybrid",Resource Logistics Inc.,0.9312,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 4 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
2,290,51639418,INFORMATION-TECHNOLOGY,41708,3899526768,IT Support,Hirexa Solutions,0.9305,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 4 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,290,51639418,INFORMATION-TECHNOLOGY,23385,3889755354,Information Technology Manager,Williams Hospitality Search,0.9264,"['c', 'git', 'r']","Match Score: 92% | Skills: c, git, r | Resume Edu: 4 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,290,51639418,INFORMATION-TECHNOLOGY,63715,3902352469,Senior Learning Experience Designer,Informatica,0.9253,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 4 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,290,51639418,INFORMATION-TECHNOLOGY,83029,3904056400,Program Analyst,US Army Corps of Engineers,0.9225,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 4 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,291,20674668,INFORMATION-TECHNOLOGY,69561,3902823796,Sr Full-Stack AEM Engineer,STAFFWORXS,0.9289,"['c', 'css', 'excel', 'r']","Match Score: 92% | Skills: c, css, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,291,20674668,INFORMATION-TECHNOLOGY,69385,3902809898,Senior PHP Developer,Perr&Knight,0.918,"['c', 'css', 'excel', 'jquery', 'php', 'r', 'sql']","Match Score: 91% | Skills: c, css, excel, jquery, php, r, sql | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,291,20674668,INFORMATION-TECHNOLOGY,64942,3902364363,User Interface Architect,Tech3pillars Technologies,0.9142,"['c', 'excel', 'r']","Match Score: 91% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,291,20674668,INFORMATION-TECHNOLOGY,63372,3902348741,SFDC Lightning Developer,ApTask,0.9123,"['c', 'excel', 'r']","Match Score: 91% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,291,20674668,INFORMATION-TECHNOLOGY,51361,3901388929,AEM Developer,Ixchel Solutions,0.908,"['c', 'excel', 'java', 'r']","Match Score: 90% | Skills: c, excel, java, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,292,23527321,INFORMATION-TECHNOLOGY,41708,3899526768,IT Support,Hirexa Solutions,0.9262,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,292,23527321,INFORMATION-TECHNOLOGY,8638,3886447230,Business Analyst (IT): IV (Lead),Experis,0.9262,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,292,23527321,INFORMATION-TECHNOLOGY,114086,3905819541,Chief Information Officer | Talent Pool,Career Servicing,0.9254,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,292,23527321,INFORMATION-TECHNOLOGY,23723,3889779595,"Manager, IT Infrastructure",Farm Bureau Insurance of Michigan,0.9202,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,292,23527321,INFORMATION-TECHNOLOGY,27130,3891267112,Sr IT Infrastructure Project Manager (325109),"IDR, Inc.",0.9196,"['c', 'excel', 'go', 'r']","Match Score: 91% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,293,18159866,INFORMATION-TECHNOLOGY,27130,3891267112,Sr IT Infrastructure Project Manager (325109),"IDR, Inc.",0.9266,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,293,18159866,INFORMATION-TECHNOLOGY,1286,3884435032,Technical Project Manager,Aditi Consulting,0.9258,"['c', 'excel', 'r']","Match Score: 92% | Skills: c, excel, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,293,18159866,INFORMATION-TECHNOLOGY,37328,3895807743,Senior Project Manager,"IDR, Inc.",0.924,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,293,18159866,INFORMATION-TECHNOLOGY,53231,3901640108,IT Project Manager,The Select Group,0.9234,"['c', 'excel', 'r', 'scala']","Match Score: 92% | Skills: c, excel, r, scala | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,293,18159866,INFORMATION-TECHNOLOGY,42864,3899930726,Information Technology Project Manager,Akkodis,0.9226,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,294,22776912,INFORMATION-TECHNOLOGY,23385,3889755354,Information Technology Manager,Williams Hospitality Search,0.929,"['c', 'git', 'r']","Match Score: 92% | Skills: c, git, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,294,22776912,INFORMATION-TECHNOLOGY,83973,3904094936,Business Development Manager,Tata Consultancy Services,0.926,"['api', 'c', 'git', 'go', 'r', 'scala']","Match Score: 92% | Skills: api, c, git, go, r, scala | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,294,22776912,INFORMATION-TECHNOLOGY,100038,3905206533,"Technology Business Management Specialist, Senior",Blue Shield of California,0.9248,"['api', 'c', 'go', 'r']","Match Score: 92% | Skills: api, c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,294,22776912,INFORMATION-TECHNOLOGY,114086,3905819541,Chief Information Officer | Talent Pool,Career Servicing,0.9245,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,294,22776912,INFORMATION-TECHNOLOGY,97635,3904961551,Voice Engineer,Millennia Technologies,0.9244,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,295,23864648,INFORMATION-TECHNOLOGY,42121,3899531088,Information Technology Operations Manager,"Bell & Associates, Inc.",0.9212,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,295,23864648,INFORMATION-TECHNOLOGY,56164,3901938582,Oracle Cloud EPM Functional lead - FCCS and ARCS,Kattech Systems Inc,0.9141,"['c', 'go', 'oracle', 'r']","Match Score: 91% | Skills: c, go, oracle, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,295,23864648,INFORMATION-TECHNOLOGY,23723,3889779595,"Manager, IT Infrastructure",Farm Bureau Insurance of Michigan,0.9114,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,295,23864648,INFORMATION-TECHNOLOGY,96627,3904950527,Network Manager - HYBRID,Dice,0.9112,"['c', 'firewalls', 'r']","Match Score: 91% | Skills: c, firewalls, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,295,23864648,INFORMATION-TECHNOLOGY,79319,3903826140,Lead Installation Technician,TEKsystems,0.9112,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,296,18187364,INFORMATION-TECHNOLOGY,80761,3903844546,"Safety, Environment & Health Intern",Danfoss,0.9262,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
2,296,18187364,INFORMATION-TECHNOLOGY,41428,3899524197,Oracle Fusion Administrator (ERP)- only USC,KAPITAL,0.9213,"['c', 'go', 'oracle', 'r']","Match Score: 92% | Skills: c, go, oracle, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,296,18187364,INFORMATION-TECHNOLOGY,75588,3903455003,Database Administrators ,RightTalents LLC,0.9212,"['c', 'go', 'oracle', 'r', 'sas', 'sql']","Match Score: 92% | Skills: c, go, oracle, r, sas, sql | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,296,18187364,INFORMATION-TECHNOLOGY,56164,3901938582,Oracle Cloud EPM Functional lead - FCCS and ARCS,Kattech Systems Inc,0.9188,"['c', 'go', 'oracle', 'r']","Match Score: 91% | Skills: c, go, oracle, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
5,296,18187364,INFORMATION-TECHNOLOGY,85,2558399667,"Validation Engineer, Labware LIMS","I.T. Solutions, Inc.",0.9179,"['c', 'r']","Match Score: 91% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
1,297,83816738,INFORMATION-TECHNOLOGY,17341,3888031632,Software Engineer III,Actalent,0.9508,"['angular', 'aws', 'c', 'css', 'git', 'github', 'html', 'java', 'javascript', 'jenkins', 'r', 'react']","Match Score: 95% | Skills: angular, aws, c, css, git, github, html, java, javascript, jenkins, r, react | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: mid | Job Exp Req: mid"
2,297,83816738,INFORMATION-TECHNOLOGY,31931,3894877576,Java Developer Contract,Trinity Technology Solutions LLC,0.9506,"['angular', 'api', 'c', 'git', 'go', 'java', 'r', 'spring']","Match Score: 95% | Skills: angular, api, c, git, go, java, r, spring | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: mid | Job Exp Req: mid"
3,297,83816738,INFORMATION-TECHNOLOGY,50438,3901373701,MICROSOFT DYNAMICS CRM DEVELOPER ,ProfitableRooms,0.9414,"['api', 'c', 'excel', 'go', 'java', 'javascript', 'linux', 'nosql', 'r', 'sql']","Match Score: 94% | Skills: api, c, excel, go, java, javascript, linux, nosql, r, sql | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: mid | Job Exp Req: mid"
4,297,83816738,INFORMATION-TECHNOLOGY,114372,3905827892,QE Architect- Hands On,Agile Datapro,0.9404,"['agile', 'api', 'c', 'excel', 'git', 'java', 'jira', 'oracle', 'r', 'sql']","Match Score: 94% | Skills: agile, api, c, excel, git, java, jira, oracle, r, sql | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: mid | Job Exp Req: mid"
5,297,83816738,INFORMATION-TECHNOLOGY,462,3835965860,Full Stack Engineer,,0.9389,"['angular', 'aws', 'c', 'r', 'react']","Match Score: 93% | Skills: angular, aws, c, r, react | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: mid | Job Exp Req: mid"
1,298,20824105,INFORMATION-TECHNOLOGY,115819,3905858322,Senior Network Engineer,New York Technology Partners,0.9071,"['c', 'r']","Match Score: 90% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,298,20824105,INFORMATION-TECHNOLOGY,21316,3889426016,AWS Security Engineer / Hybrid,Dice,0.9061,"['aws', 'c', 'r']","Match Score: 90% | Skills: aws, c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,298,20824105,INFORMATION-TECHNOLOGY,74722,3903434341,Senior Mainframe Network Systems Programmer,"V-Soft Consulting Group, Inc.",0.9048,"['c', 'linux', 'r']","Match Score: 90% | Skills: c, linux, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
4,298,20824105,INFORMATION-TECHNOLOGY,106071,3905313008,"Contract Role: Project Manager with SD-WAN_ Plano TX, Jersey City NJ, or Columbus OH(Hybrid)","TechnoSphere, Inc.",0.9018,"['c', 'network security', 'r']","Match Score: 90% | Skills: c, network security, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,298,20824105,INFORMATION-TECHNOLOGY,5284,3884989743,Account Manager,ECAMSECURE,0.9008,"['c', 'r']","Match Score: 90% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
1,299,33381211,INFORMATION-TECHNOLOGY,48952,3901351809,VP of Develoment,Insight Global,0.9349,"['agile', 'c', 'c#', 'go', 'microservices', 'r']","Match Score: 93% | Skills: agile, c, c#, go, microservices, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
2,299,33381211,INFORMATION-TECHNOLOGY,19440,3889100721,Technical Recruiting Specialist,Allied OneSource,0.917,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,299,33381211,INFORMATION-TECHNOLOGY,98672,3904987443,Technical Recruiting Specialist,Allied OneSource,0.917,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,299,33381211,INFORMATION-TECHNOLOGY,106247,3905323966,Technical Recruiting Specialist,Allied OneSource,0.917,"['c', 'go', 'r']","Match Score: 91% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,299,33381211,INFORMATION-TECHNOLOGY,69694,3902828839,SVP of Product Development ,Normine Lombard,0.9167,"['api', 'c', 'go', 'r']","Match Score: 91% | Skills: api, c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
1,300,16533554,INFORMATION-TECHNOLOGY,115819,3905858322,Senior Network Engineer,New York Technology Partners,0.9288,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,300,16533554,INFORMATION-TECHNOLOGY,79588,3903829487,End User and Systems (AV/VTC) Technician,CACI International Inc,0.9278,"['c', 'go', 'r', 'sas']","Match Score: 92% | Skills: c, go, r, sas | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,300,16533554,INFORMATION-TECHNOLOGY,42863,3899930721,Information Technology Help Desk,Nexien Inc.,0.9278,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,300,16533554,INFORMATION-TECHNOLOGY,79785,3903832204,End User and Systems (AV/VTC) Technician,CACI International Inc,0.9261,"['c', 'go', 'r', 'sas']","Match Score: 92% | Skills: c, go, r, sas | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,300,16533554,INFORMATION-TECHNOLOGY,59026,3901957732,"System Administrator Senior, Hybrid",Resource Logistics Inc.,0.9227,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
1,301,20879311,INFORMATION-TECHNOLOGY,11917,3887572853,Network Administrator,TEKsystems,0.9283,"['c', 'r', 'scala']","Match Score: 92% | Skills: c, r, scala | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,301,20879311,INFORMATION-TECHNOLOGY,24467,3891014215,Network Engineer,SoftSages Technology,0.9269,"['c', 'excel', 'go', 'network security', 'r']","Match Score: 92% | Skills: c, excel, go, network security, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,301,20879311,INFORMATION-TECHNOLOGY,118075,3906090999,Network Administrator,Soft Tech Consulting,0.9264,"['c', 'firewalls', 'go', 'network security', 'r', 'sas']","Match Score: 92% | Skills: c, firewalls, go, network security, r, sas | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,301,20879311,INFORMATION-TECHNOLOGY,91716,3904517235,Software Engineer,Frontall USA,0.9255,"['c', 'classification', 'go', 'r']","Match Score: 92% | Skills: c, classification, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,301,20879311,INFORMATION-TECHNOLOGY,101328,3905247934,Network Operations Center System Engineer,Alpha Technologies Inc.,0.9246,"['c', 'excel', 'network security', 'r']","Match Score: 92% | Skills: c, excel, network security, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,302,31111279,INFORMATION-TECHNOLOGY,38768,3898161500,Business Analyst - Governance & Reporting,Western & Southern Financial Group,0.9372,"['api', 'c', 'excel', 'go', 'r']","Match Score: 93% | Skills: api, c, excel, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
2,302,31111279,INFORMATION-TECHNOLOGY,39632,3898167801,Healthcare Project Manager,Morph Enterprise,0.9352,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,302,31111279,INFORMATION-TECHNOLOGY,23832,3890890605,Project Manager,Optomi,0.9336,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,302,31111279,INFORMATION-TECHNOLOGY,87203,3904388706,Project Management Officer,"GOAL SET COACH, LLC",0.9334,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,302,31111279,INFORMATION-TECHNOLOGY,45237,3900955058,Enterprise Asset Management PM,Radiant Digital,0.9333,"['c', 'excel', 'go', 'r']","Match Score: 93% | Skills: c, excel, go, r | Resume Edu: 2 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,303,17111768,INFORMATION-TECHNOLOGY,33333,3895206412,Program Manager,Motion Recruitment,0.9298,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,303,17111768,INFORMATION-TECHNOLOGY,82694,3904001514,Information Technology Project Manager,"Tal Search Group, Inc.",0.9293,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 1 | Resume Exp: senior | Job Exp Req: senior"
3,303,17111768,INFORMATION-TECHNOLOGY,64862,3902363574,Project Task Manager,Millennium Corporation,0.9291,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,303,17111768,INFORMATION-TECHNOLOGY,67773,3902756847,Program Manager,Toyon Research Corporation,0.9284,"['c', 'excel', 'go', 'r']","Match Score: 92% | Skills: c, excel, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,303,17111768,INFORMATION-TECHNOLOGY,65231,3902369078,Project Task Manager,Millennium Corporation,0.9281,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,304,11584809,INFORMATION-TECHNOLOGY,77236,3903484972,System Architect,FTI,0.9312,"['c', 'go', 'r']","Match Score: 93% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
2,304,11584809,INFORMATION-TECHNOLOGY,11814,3887499757,Lead Controls Engineer,Sterling Engineering,0.9256,"['c', 'r']","Match Score: 92% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,304,11584809,INFORMATION-TECHNOLOGY,106071,3905313008,"Contract Role: Project Manager with SD-WAN_ Plano TX, Jersey City NJ, or Columbus OH(Hybrid)","TechnoSphere, Inc.",0.9246,"['c', 'network security', 'r']","Match Score: 92% | Skills: c, network security, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,304,11584809,INFORMATION-TECHNOLOGY,45375,3900957475,Automation Engineer,Intellectt Inc,0.9243,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 3 | Resume Exp: senior | Job Exp Req: senior"
5,304,11584809,INFORMATION-TECHNOLOGY,38208,3898156794,Senior Project Manager,"Beacon Systems, Inc (BeaconGov)",0.9237,"['c', 'go', 'r']","Match Score: 92% | Skills: c, go, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
1,305,20408458,INFORMATION-TECHNOLOGY,19479,3889102298,Manufacturing IT Systems Administrator,Allied OneSource,0.9418,"['c', 'r']","Match Score: 94% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
2,305,20408458,INFORMATION-TECHNOLOGY,98555,3904985769,Manufacturing IT Systems Administrator,Allied OneSource,0.9418,"['c', 'r']","Match Score: 94% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
3,305,20408458,INFORMATION-TECHNOLOGY,106384,3905326808,Manufacturing IT Systems Administrator,Allied OneSource,0.9418,"['c', 'r']","Match Score: 94% | Skills: c, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
4,305,20408458,INFORMATION-TECHNOLOGY,115524,3905852722,Exciting Opportunity: IT Service Desk Specialist Contract Role,Bayforce,0.9417,"['c', 'excel', 'r']","Match Score: 94% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
5,305,20408458,INFORMATION-TECHNOLOGY,73167,3902922121,Help Desk Analyst,IntelliX Software Inc,0.9332,"['c', 'excel', 'r']","Match Score: 93% | Skills: c, excel, r | Resume Edu: 3 | Job Edu Req: 2 | Resume Exp: senior | Job Exp Req: senior"
